195,|(8410,8412)|,3,3
196,|(8413,8417)|,5,5
197,|(8418,8420)|,3,3
198,|(8421,8421)|,1,1
199,|(8422,8423)|,2,2
200,|(8424,8424)|,1,1
201,|(8425,8429)|,5,5
202,|(8430,8434)|,5,5
203,|(8435,8437)|,3,3
204,|(8438,8438)|,1,1
205,|(8439,8440)|,2,2
206,|(8441,8576)|,136,239
207,|(8577,8578)|,2,2
208,|(8579,8579)|,1,1
209,|(8580,8581)|,2,2
210,|(8582,8717)|,136,242
211,|(8718,8719)|,2,2
212,|(8720,8855)|,136,242
213,|(8856,8856)|,1,1
214,|(8857,8857)|,1,1
215,|(8858,8993)|,136,255
216,|(8994,8995)|,2,2
217,|(8996,8996)|,1,1
218,|(8997,8997)|,1,1
219,|(8998,8998)|,1,1
220,|(8999,8999)|,1,1
221,|(9000,9000)|,1,1
222,|(9001,9001)|,1,1
223,|(9002,9137)|,136,259
224,|(9138,9138)|,1,1
225,|(9139,9139)|,1,1
226,|(9140,9275)|,136,263
227,|(9276,9276)|,1,1
228,|(9277,9281)|,5,5
229,|(9282,9285)|,4,4
230,|(9286,9286)|,1,1
231,|(9287,9288)|,2,2
232,|(9289,9299)|,11,11
233,|(9300,9301)|,2,2
234,|(9302,9303)|,2,2
235,|(9304,9305)|,2,2
236,|(9306,9312)|,7,7
237,|(9313,9313)|,1,1
238,|(9314,9315)|,2,2
239,|(9316,9451)|,136,405
240,|(9452,9453)|,2,2
241,|(9454,9455)|,2,2
242,|(9456,9591)|,136,277
243,|(9592,9592)|,1,1
244,|(9593,9593)|,1,1
245,|(9594,9729)|,136,277
246,|(9730,9730)|,1,1
247,|(9731,9731)|,1,1
248,|(9732,9733)|,2,2
249,|(9734,9735)|,2,2
250,|(9736,9736)|,1,1
251,|(9737,9738)|,2,2
252,|(9739,9739)|,1,1
253,|(9740,9740)|,1,1
254,|(9741,9741)|,1,1
255,|(9742,9877)|,136,215
256,|(9878,9879)|,2,2
257,|(9880,9881)|,2,2
258,|(9882,9882)|,1,1
259,|(9883,10018)|,136,279
260,|(10019,10019)|,1,1
261,|(10020,10020)|,1,1
262,|(10021,10021)|,1,1
263,|(10022,10157)|,136,470
264,|(10158,10158)|,1,1
265,|(10159,10294)|,136,288
266,|(10295,10295)|,1,1
267,|(10296,10296)|,1,1
268,|(10297,10432)|,136,279
269,|(10433,10433)|,1,1
270,|(10434,10434)|,1,1
271,|(10435,10570)|,136,298
272,|(10571,10571)|,1,1
273,|(10572,10574)|,3,3
274,|(10575,10707)|,133,301
275,|(10708,10708)|,1,1
276,|(10709,10709)|,1,1
277,|(10710,10845)|,136,285
278,|(10846,10846)|,1,1
279,|(10847,10982)|,136,285
280,|(10983,10983)|,1,1
281,|(10984,11008)|,25,25
282,|(11009,11070)|,62,314
283,|(11071,11072)|,2,2
284,|(11073,11073)|,1,1
285,|(11074,11209)|,136,294
286,|(11210,11210)|,1,1
287,|(11211,11211)|,1,1
288,|(11212,11347)|,136,265
289,|(11348,11348)|,1,1
290,|(11349,11355)|,7,7
291,|(11356,11356)|,1,1
292,|(11357,11360)|,4,4
293,|(11361,11361)|,1,1
294,|(11362,11497)|,136,311
295,|(11498,11498)|,1,1
296,|(11499,11513)|,15,15
297,|(11514,11514)|,1,1
298,|(11515,11650)|,136,271
299,|(11651,11651)|,1,1
300,|(11652,11654)|,3,3
301,|(11655,11787)|,133,274
302,|(11788,11788)|,1,1
303,|(11789,11798)|,10,10
304,|(11799,11799)|,1,1
305,|(11800,11800)|,1,1
306,|(11801,11801)|,1,1
307,|(11802,11937)|,136,319
308,|(11938,11938)|,1,1
309,|(11939,11948)|,10,10
310,|(11949,11949)|,1,1
311,|(11950,12085)|,136,319
312,|(12086,12086)|,1,1
313,|(12087,12111)|,25,25
314,|(12112,12173)|,62,282
315,|(12174,12175)|,2,2
316,|(12176,12180)|,5,5
317,|(12181,12181)|,1,1
318,|(12182,12182)|,1,1
319,|(12183,12318)|,136,387
320,|(12319,12319)|,1,1
321,|(12320,12320)|,1,1
322,|(12321,12456)|,136,334
323,|(12457,12457)|,1,1
324,|(12458,12593)|,136,344
325,|(12594,12594)|,1,1
326,|(12595,12730)|,136,344
327,|(12731,12731)|,1,1
328,|(12732,12732)|,1,1
329,|(12733,12779)|,47,350
330,|(12780,12780)|,1,1
331,|(12781,12916)|,136,344
332,|(12917,12917)|,1,1
333,|(12918,12918)|,1,1
334,|(12919,13054)|,136,1643
335,|(13055,13056)|,2,2
336,|(13057,13071)|,15,15
337,|(13072,13080)|,9,9
338,|(13081,13100)|,20,20
339,|(13101,13101)|,1,1
340,|(13102,13109)|,8,8
341,|(13110,13112)|,3,3
342,|(13113,13118)|,6,6
343,|(13119,13119)|,1,1
344,|(13120,13255)|,136,1519
345,|(13256,13256)|,1,1
346,|(13257,13392)|,136,1455
347,|(13393,13393)|,1,1
348,|(13394,13397)|,4,4
349,|(13398,13398)|,1,1
350,|(13399,13445)|,47,329
351,|(13446,13446)|,1,1
352,|(13447,13582)|,136,1455
353,|(13583,13583)|,1,1
354,|(13584,13585)|,2,2
355,|(13586,13721)|,136,395
356,|(13722,13722)|,1,1
357,|(13723,13723)|,1,1
358,|(13724,13859)|,136,398
359,|(13860,13860)|,1,1
360,|(13861,13996)|,136,398
361,|(13997,13997)|,1,1
362,|(13998,14133)|,136,387
363,|(14134,14134)|,1,1
364,|(14135,14270)|,136,387
365,|(14271,14271)|,1,1
366,|(14272,14273)|,2,2
367,|(14274,14409)|,136,411
368,|(14410,14410)|,1,1
369,|(14411,14546)|,136,398
370,|(14547,14548)|,2,2
371,|(14549,14549)|,1,1
372,|(14550,14550)|,1,1
373,|(14551,14551)|,1,1
374,|(14552,14552)|,1,1
375,|(14553,14553)|,1,1
376,|(14554,14554)|,1,1
377,|(14555,14555)|,1,1
378,|(14556,14556)|,1,1
379,|(14557,14557)|,1,1
380,|(14558,14633)|,76,419
381,|(14634,14694)|,61,420
382,|(14695,14695)|,1,1
383,|(14696,14696)|,1,1
384,|(14697,14697)|,1,1
385,|(14698,14698)|,1,1
386,|(14699,14699)|,1,1
387,|(14700,14835)|,136,405
388,|(14836,14837)|,2,2
389,|(14838,14838)|,1,1
390,|(14839,14839)|,1,1
391,|(14840,14975)|,136,428
392,|(14976,15111)|,136,428
393,|(15112,15112)|,1,1
394,|(15113,15114)|,2,2
395,|(15115,15250)|,136,559
396,|(15251,15251)|,1,1
397,|(15252,15252)|,1,1
398,|(15253,15388)|,136,474
399,|(15389,15389)|,1,1
400,|(15390,15525)|,136,474
401,|(15526,15528)|,3,3
402,|(15529,15529)|,1,1
403,|(15530,15530)|,1,1
404,|(15531,15531)|,1,1
405,|(15532,15667)|,136,424
406,|(15668,15668)|,1,1
407,|(15669,15804)|,136,424
408,|(15805,15805)|,1,1
409,|(15806,15806)|,1,1
410,|(15807,15808)|,2,2
411,|(15809,15944)|,136,367
412,|(15945,15945)|,1,1
413,|(15946,16081)|,136,818
414,|(16082,16083)|,2,2
415,|(16084,16084)|,1,1
416,|(16085,16085)|,1,1
417,|(16086,16086)|,1,1
418,|(16087,16088)|,2,2
419,|(16089,16164)|,76,380
420,|(16165,16225)|,61,381
421,|(16226,16226)|,1,1
422,|(16227,16227)|,1,1
423,|(16228,16228)|,1,1
424,|(16229,16364)|,136,433
425,|(16365,16365)|,1,1
426,|(16366,16366)|,1,1
427,|(16367,16367)|,1,1
428,|(16368,16503)|,136,433
429,|(16504,16639)|,136,453
430,|(16640,16640)|,1,1
431,|(16641,16695)|,55,472
432,|(16696,16698)|,3,3
433,|(16699,16834)|,136,474
434,|(16835,16835)|,1,1
435,|(16836,16870)|,35,476
436,|(16871,16882)|,12,12
437,|(16883,16883)|,1,1
438,|(16884,16900)|,17,17
439,|(16901,16902)|,2,2
440,|(16903,16917)|,15,15
441,|(16918,16971)|,54,482
442,|(16972,16972)|,1,1
443,|(16973,16993)|,21,21
444,|(16994,16997)|,4,4
445,|(16998,17037)|,40,486
446,|(17038,17110)|,73,487
447,|(17111,17112)|,2,2
448,|(17113,17113)|,1,1
449,|(17114,17150)|,37,585
450,|(17151,17151)|,1,1
451,|(17152,17157)|,6,6
452,|(17158,17158)|,1,1
453,|(17159,17294)|,136,456
454,|(17295,17295)|,1,1
455,|(17296,17296)|,1,1
456,|(17297,17432)|,136,470
457,|(17433,17433)|,1,1
458,|(17434,17569)|,136,501
459,|(17570,17570)|,1,1
460,|(17571,17572)|,2,2
461,|(17573,17574)|,2,2
462,|(17575,17575)|,1,1
463,|(17576,17603)|,28,28
464,|(17604,17624)|,21,21
465,|(17625,17627)|,3,3
466,|(17628,17659)|,32,509
467,|(17660,17660)|,1,1
468,|(17661,17717)|,57,57
469,|(17718,17718)|,1,1
470,|(17719,17854)|,136,495
471,|(17855,17855)|,1,1
472,|(17856,17910)|,55,567
473,|(17911,17913)|,3,3
474,|(17914,18049)|,136,569
475,|(18050,18050)|,1,1
476,|(18051,18085)|,35,571
477,|(18086,18097)|,12,12
478,|(18098,18098)|,1,1
479,|(18099,18115)|,17,17
480,|(18116,18117)|,2,2
481,|(18118,18132)|,15,15
482,|(18133,18186)|,54,577
483,|(18187,18187)|,1,1
484,|(18188,18208)|,21,21
485,|(18209,18212)|,4,4
486,|(18213,18252)|,40,529
487,|(18253,18325)|,73,530
488,|(18326,18326)|,1,1
489,|(18327,18327)|,1,1
490,|(18328,18328)|,1,1
491,|(18329,18361)|,33,33
492,|(18362,18362)|,1,1
493,|(18363,18368)|,6,6
494,|(18369,18369)|,1,1
495,|(18370,18505)|,136,497
496,|(18506,18506)|,1,1
497,|(18507,18642)|,136,513
498,|(18643,18644)|,2,2
499,|(18645,18646)|,2,2
500,|(18647,18647)|,1,1
501,|(18648,18783)|,136,594
502,|(18784,18784)|,1,1
503,|(18785,18786)|,2,2
504,|(18787,18788)|,2,2
505,|(18789,18789)|,1,1
506,|(18790,18817)|,28,28
507,|(18818,18838)|,21,21
508,|(18839,18841)|,3,3
509,|(18842,18873)|,32,466
510,|(18874,18874)|,1,1
511,|(18875,18931)|,57,57
512,|(18932,18932)|,1,1
513,|(18933,19068)|,136,538
514,|(19069,19069)|,1,1
515,|(19070,19124)|,55,567
516,|(19125,19127)|,3,3
517,|(19128,19263)|,136,569
518,|(19264,19264)|,1,1
519,|(19265,19299)|,35,571
520,|(19300,19311)|,12,12
521,|(19312,19312)|,1,1
522,|(19313,19329)|,17,17
523,|(19330,19331)|,2,2
524,|(19332,19346)|,15,15
525,|(19347,19400)|,54,577
526,|(19401,19401)|,1,1
527,|(19402,19422)|,21,21
528,|(19423,19426)|,4,4
529,|(19427,19466)|,40,581
530,|(19467,19539)|,73,582
531,|(19540,19540)|,1,1
532,|(19541,19541)|,1,1
533,|(19542,19542)|,1,1
534,|(19543,19575)|,33,33
535,|(19576,19576)|,1,1
536,|(19577,19582)|,6,6
537,|(19583,19583)|,1,1
538,|(19584,19719)|,136,540
539,|(19720,19720)|,1,1
540,|(19721,19856)|,136,589
541,|(19857,19858)|,2,2
542,|(19859,19860)|,2,2
543,|(19861,19861)|,1,1
544,|(19862,19997)|,136,594
545,|(19998,19999)|,2,2
546,|(20000,20000)|,1,1
547,|(20001,20136)|,136,596
548,|(20137,20272)|,136,596
549,|(20273,20274)|,2,2
550,|(20275,20275)|,1,1
551,|(20276,20311)|,36,36
552,|(20312,20356)|,45,602
553,|(20357,20412)|,56,603
554,|(20413,20413)|,1,1
555,|(20414,20464)|,51,605
556,|(20465,20549)|,85,606
557,|(20550,20550)|,1,1
558,|(20551,20552)|,2,2
559,|(20553,20688)|,136,569
560,|(20689,20689)|,1,1
561,|(20690,20736)|,47,609
562,|(20737,20737)|,1,1
563,|(20738,20873)|,136,569
564,|(20874,20874)|,1,1
565,|(20875,20972)|,98,98
566,|(20973,20973)|,1,1
567,|(20974,21028)|,55,515
568,|(21029,21031)|,3,3
569,|(21032,21167)|,136,706
570,|(21168,21168)|,1,1
571,|(21169,21203)|,35,519
572,|(21204,21215)|,12,12
573,|(21216,21216)|,1,1
574,|(21217,21233)|,17,17
575,|(21234,21235)|,2,2
576,|(21236,21250)|,15,15
577,|(21251,21304)|,54,525
578,|(21305,21305)|,1,1
579,|(21306,21326)|,21,21
580,|(21327,21330)|,4,4
581,|(21331,21370)|,40,529
582,|(21371,21443)|,73,530
583,|(21444,21445)|,2,2
584,|(21446,21446)|,1,1
585,|(21447,21483)|,37,449
586,|(21484,21484)|,1,1
587,|(21485,21490)|,6,6
588,|(21491,21491)|,1,1
589,|(21492,21627)|,136,592
590,|(21628,21628)|,1,1
591,|(21629,21629)|,1,1
592,|(21630,21765)|,136,615
593,|(21766,21766)|,1,1
594,|(21767,21902)|,136,672
595,|(21903,21903)|,1,1
596,|(21904,22039)|,136,597
597,|(22040,22175)|,136,630
598,|(22176,22177)|,2,2
599,|(22178,22178)|,1,1
600,|(22179,22207)|,29,29
601,|(22208,22214)|,7,7
602,|(22215,22259)|,45,552
603,|(22260,22315)|,56,553
604,|(22316,22316)|,1,1
605,|(22317,22367)|,51,555
606,|(22368,22452)|,85,556
607,|(22453,22588)|,136,818
608,|(22589,22589)|,1,1
609,|(22590,22636)|,47,561
610,|(22637,22637)|,1,1
611,|(22638,22773)|,136,818
612,|(22774,22775)|,2,2
613,|(22776,22776)|,1,1
614,|(22777,22777)|,1,1
615,|(22778,22913)|,136,639
616,|(22914,22914)|,1,1
617,|(22915,22917)|,3,3
618,|(22918,22919)|,2,2
619,|(22920,22920)|,1,1
620,|(22921,23036)|,116,641
621,|(23037,23080)|,44,642
622,|(23081,23173)|,93,643
623,|(23174,23175)|,2,2
624,|(23176,23205)|,30,30
625,|(23206,23210)|,5,5
626,|(23211,23221)|,11,11
627,|(23222,23225)|,4,4
628,|(23226,23313)|,88,649
629,|(23314,23314)|,1,1
630,|(23315,23450)|,136,651
631,|(23451,23451)|,1,1
632,|(23452,23453)|,2,2
633,|(23454,23509)|,56,654
634,|(23510,23522)|,13,13
635,|(23523,23524)|,2,2
636,|(23525,23528)|,4,4
637,|(23529,23590)|,62,658
638,|(23591,23591)|,1,1
639,|(23592,23727)|,136,660
640,|(23728,23728)|,1,1
641,|(23729,23844)|,116,620
642,|(23845,23888)|,44,621
643,|(23889,23981)|,93,622
644,|(23982,23983)|,2,2
645,|(23984,24013)|,30,30
646,|(24014,24018)|,5,5
647,|(24019,24029)|,11,11
648,|(24030,24033)|,4,4
649,|(24034,24121)|,88,628
650,|(24122,24122)|,1,1
651,|(24123,24258)|,136,704
652,|(24259,24259)|,1,1
653,|(24260,24262)|,3,3
654,|(24263,24318)|,56,1472
655,|(24319,24331)|,13,13
656,|(24332,24333)|,2,2
657,|(24334,24337)|,4,4
658,|(24338,24399)|,62,637
659,|(24400,24400)|,1,1
660,|(24401,24536)|,136,764
661,|(24537,24537)|,1,1
662,|(24538,24673)|,136,706
663,|(24674,24674)|,1,1
664,|(24675,24675)|,1,1
665,|(24676,24676)|,1,1
666,|(24677,24677)|,1,1
667,|(24678,24678)|,1,1
668,|(24679,24680)|,2,2
669,|(24681,24681)|,1,1
670,|(24682,24682)|,1,1
671,|(24683,24818)|,136,687
672,|(24819,24954)|,136,704
673,|(24955,24955)|,1,1
674,|(24956,25091)|,136,687
675,|(25092,25092)|,1,1
676,|(25093,25184)|,92,92
677,|(25185,25185)|,1,1
678,|(25186,25321)|,136,704
679,|(25322,25322)|,1,1
680,|(25323,25323)|,1,1
681,|(25324,25344)|,21,21
682,|(25345,25459)|,115,721
683,|(25460,25460)|,1,1
684,|(25461,25596)|,136,136
685,|(25597,25597)|,1,1
686,|(25598,25706)|,109,109
687,|(25707,25842)|,136,689
688,|(25843,25843)|,1,1
689,|(25844,25979)|,136,693
690,|(25980,25980)|,1,1
691,|(25981,26116)|,136,739
692,|(26117,26117)|,1,1
693,|(26118,26253)|,136,695
694,|(26254,26254)|,1,1
695,|(26255,26390)|,136,704
696,|(26391,26391)|,1,1
697,|(26392,26392)|,1,1
698,|(26393,26393)|,1,1
699,|(26394,26395)|,2,2
700,|(26396,26461)|,66,750
701,|(26462,26462)|,1,1
702,|(26463,26463)|,1,1
703,|(26464,26464)|,1,1
704,|(26465,26600)|,136,711
705,|(26601,26601)|,1,1
706,|(26602,26737)|,136,766
707,|(26738,26738)|,1,1
708,|(26739,26739)|,1,1
709,|(26740,26740)|,1,1
710,|(26741,26741)|,1,1
711,|(26742,26877)|,136,715
712,|(26878,27013)|,136,756
713,|(27014,27014)|,1,1
714,|(27015,27015)|,1,1
715,|(27016,27151)|,136,734
716,|(27152,27152)|,1,1
717,|(27153,27153)|,1,1
718,|(27154,27289)|,136,756
719,|(27290,27290)|,1,1
720,|(27291,27311)|,21,21
721,|(27312,27426)|,115,682
722,|(27427,27427)|,1,1
723,|(27428,27429)|,2,2
724,|(27430,27434)|,5,5
725,|(27435,27438)|,4,4
726,|(27439,27440)|,2,2
727,|(27441,27441)|,1,1
728,|(27442,27442)|,1,1
729,|(27443,27443)|,1,1
730,|(27444,27444)|,1,1
731,|(27445,27580)|,136,791
732,|(27581,27581)|,1,1
733,|(27582,27690)|,109,109
734,|(27691,27826)|,136,737
735,|(27827,27827)|,1,1
736,|(27828,27828)|,1,1
737,|(27829,27964)|,136,741
738,|(27965,27965)|,1,1
739,|(27966,28101)|,136,1334
740,|(28102,28102)|,1,1
741,|(28103,28238)|,136,744
742,|(28239,28240)|,2,2
743,|(28241,28241)|,1,1
744,|(28242,28377)|,136,756
745,|(28378,28378)|,1,1
746,|(28379,28379)|,1,1
747,|(28380,28380)|,1,1
748,|(28381,28381)|,1,1
749,|(28382,28383)|,2,2
750,|(28384,28449)|,66,700
751,|(28450,28450)|,1,1
752,|(28451,28451)|,1,1
753,|(28452,28452)|,1,1
754,|(28453,28453)|,1,1
755,|(28454,28454)|,1,1
756,|(28455,28590)|,136,792
757,|(28591,28591)|,1,1
758,|(28592,28649)|,58,809
759,|(28650,28650)|,1,1
760,|(28651,28786)|,136,812
761,|(28787,28787)|,1,1
762,|(28788,28923)|,136,812
763,|(28924,28924)|,1,1
764,|(28925,29060)|,136,791
765,|(29061,29061)|,1,1
766,|(29062,29197)|,136,818
767,|(29198,29198)|,1,1
768,|(29199,29252)|,54,820
769,|(29253,29254)|,2,2
770,|(29255,29255)|,1,1
771,|(29256,29259)|,4,4
772,|(29260,29260)|,1,1
773,|(29261,29261)|,1,1
774,|(29262,29263)|,2,2
775,|(29264,29270)|,7,7
776,|(29271,29274)|,4,4
777,|(29275,29276)|,2,2
778,|(29277,29278)|,2,2
779,|(29279,29286)|,8,8
780,|(29287,29338)|,52,832
781,|(29339,29339)|,1,1
782,|(29340,29367)|,28,28
783,|(29368,29386)|,19,19
784,|(29387,29391)|,5,5
785,|(29392,29402)|,11,11
786,|(29403,29425)|,23,23
787,|(29426,29426)|,1,1
788,|(29427,29427)|,1,1
789,|(29428,29479)|,52,841
790,|(29480,29480)|,1,1
791,|(29481,29616)|,136,792
792,|(29617,29752)|,136,793
793,|(29753,29888)|,136,807
794,|(29889,29889)|,1,1
795,|(29890,29890)|,1,1
796,|(29891,30026)|,136,798
797,|(30027,30027)|,1,1
798,|(30028,30163)|,136,859
799,|(30164,30164)|,1,1
800,|(30165,30165)|,1,1
801,|(30166,30166)|,1,1
802,|(30167,30167)|,1,1
803,|(30168,30168)|,1,1
804,|(30169,30169)|,1,1
805,|(30170,30305)|,136,874
806,|(30306,30306)|,1,1
807,|(30307,30442)|,136,844
808,|(30443,30443)|,1,1
809,|(30444,30501)|,58,758
810,|(30502,30502)|,1,1
811,|(30503,30503)|,1,1
812,|(30504,30639)|,136,1122
813,|(30640,30640)|,1,1
814,|(30641,30776)|,136,1122
815,|(30777,30777)|,1,1
816,|(30778,30913)|,136,844
817,|(30914,30914)|,1,1
818,|(30915,31050)|,136,1334
819,|(31051,31051)|,1,1
820,|(31052,31105)|,54,768
821,|(31106,31107)|,2,2
822,|(31108,31108)|,1,1
823,|(31109,31112)|,4,4
824,|(31113,31113)|,1,1
825,|(31114,31114)|,1,1
826,|(31115,31116)|,2,2
827,|(31117,31123)|,7,7
828,|(31124,31127)|,4,4
829,|(31128,31129)|,2,2
830,|(31130,31131)|,2,2
831,|(31132,31140)|,9,9
832,|(31141,31192)|,52,780
833,|(31193,31193)|,1,1
834,|(31194,31221)|,28,28
835,|(31222,31240)|,19,19
836,|(31241,31245)|,5,5
837,|(31246,31256)|,11,11
838,|(31257,31279)|,23,23
839,|(31280,31280)|,1,1
840,|(31281,31281)|,1,1
841,|(31282,31333)|,52,789
842,|(31334,31334)|,1,1
843,|(31335,31335)|,1,1
844,|(31336,31471)|,136,845
845,|(31472,31607)|,136,846
846,|(31608,31743)|,136,876
847,|(31744,31744)|,1,1
848,|(31745,31746)|,2,2
849,|(31747,31747)|,1,1
850,|(31748,31749)|,2,2
851,|(31750,31750)|,1,1
852,|(31751,31753)|,3,3
853,|(31754,31755)|,2,2
854,|(31756,31756)|,1,1
855,|(31757,31757)|,1,1
856,|(31758,31758)|,1,1
857,|(31759,31759)|,1,1
858,|(31760,31760)|,1,1
859,|(31761,31896)|,136,861
860,|(31897,31897)|,1,1
861,|(31898,32033)|,136,895
862,|(32034,32034)|,1,1
863,|(32035,32036)|,2,2
864,|(32037,32037)|,1,1
865,|(32038,32040)|,3,3
866,|(32041,32042)|,2,2
867,|(32043,32044)|,2,2
868,|(32045,32045)|,1,1
869,|(32046,32046)|,1,1
870,|(32047,32047)|,1,1
871,|(32048,32050)|,3,3
872,|(32051,32052)|,2,2
873,|(32053,32053)|,1,1
874,|(32054,32189)|,136,805
875,|(32190,32190)|,1,1
